Billing Date,Variant,Economic Index,Industry Growth Rate (%),Seasonality Factor
28-07-2023 00:00,XXX12,104.19,-4.73,High
28-07-2023 00:00,XXXV2,137.29,-3.37,Medium
28-07-2023 00:00,XXXV2,123.22,0.17,Low
28-07-2023 00:00,XXXV2,130.66,-4.44,High
28-07-2023 00:00,XXXV2,115.88,7.63,Low
28-07-2023 00:00,XXXV1,119.23,3.53,Medium
28-07-2023 00:00,XXXV1,134.92,5.96,High
28-07-2023 00:00,XXXV1,74.97,-1.51,Low
28-07-2023 00:00,XXX15,98.94,0.92,Low
28-07-2023 00:00,XXXV2,72.12,8.28,Medium
29-07-2023 00:00,XXXV2,148.77,14.31,Medium
29-07-2023 00:00,XXX13,144.41,-3.99,High
29-07-2023 00:00,XXXV2,53.94,12.81,Low
29-07-2023 00:00,XXXV2,120.56,6.54,Low
29-07-2023 00:00,XXXV2,142.52,6.28,Medium
29-07-2023 00:00,XXXV2,68.06,5.01,Medium
29-07-2023 00:00,XXXV2,106.79,-3.61,High
29-07-2023 00:00,XXXV2,141.55,-3.2,Low
29-07-2023 00:00,XXXV1,53.39,7.02,Low
29-07-2023 00:00,XXXV4,119.74,1.82,High
29-07-2023 00:00,XXXV4,79.73,13.35,High
29-07-2023 00:00,XXX11,142.44,3.13,Medium
29-07-2023 00:00,XXX12,147.11,-2.13,Medium
29-07-2023 00:00,XXXV2,144.43,9.29,High
29-07-2023 00:00,XXX13,97.42,0.87,High
29-07-2023 00:00,XXXV3,136.2,5.51,Low
30-07-2023 00:00,XXXV2,134.45,8.96,High
30-07-2023 00:00,XXXV3,81.91,13.01,High
30-07-2023 00:00,XXXV3,132.89,10.84,Low
30-07-2023 00:00,XXX13,53.7,8.53,High
30-07-2023 00:00,XXX12,109.63,8.59,Medium
30-07-2023 00:00,XXX11,73,13.92,Medium
30-07-2023 00:00,XXX11,62.06,0.92,Low
30-07-2023 00:00,XXX11,57.7,-4.98,High
30-07-2023 00:00,XXXV2,119.63,0.44,Medium
30-07-2023 00:00,XXXV2,83.99,-0.64,Medium
30-07-2023 00:00,XXX11,122.48,8.24,Medium
30-07-2023 00:00,XXX17,56.54,7.67,Medium
30-07-2023 00:00,XXX11,81.53,6.87,High
30-07-2023 00:00,XXXV2,103.95,-4.68,High
30-07-2023 00:00,XXXV2,129.07,9.58,High
31-07-2023 00:00,XXXV2,81.88,1.47,High
31-07-2023 00:00,XXXV2,112.59,8.3,Medium
31-07-2023 00:00,XXXV2,138.6,6.13,Low
31-07-2023 00:00,XXX12,111.59,1.85,Low
31-07-2023 00:00,XXX13,73.3,-2.31,Medium
31-07-2023 00:00,XXX13,52.44,-3.11,Medium
31-07-2023 00:00,XXX13,137.01,11.63,Low
31-07-2023 00:00,XXX13,52.13,13.37,Low
31-07-2023 00:00,XXX13,137.47,8,Medium
31-07-2023 00:00,XXXV2,102.89,-2.93,Medium
31-07-2023 00:00,XXXV2,143.91,3.04,High
31-07-2023 00:00,XXXV2,129.88,9.58,High
31-07-2023 00:00,XXX13,149.79,10.6,Low
31-07-2023 00:00,XXX13,85.07,-2.64,Medium
31-07-2023 00:00,XXXV1,126.72,-5,Low
31-07-2023 00:00,XXXV1,90.19,9.24,High
31-07-2023 00:00,XXXV1,97.99,2.13,High
09-08-2023 00:00,XXXV2,112.75,0.09,Low
09-08-2023 00:00,XXXV3,137.37,-4.74,High
13-08-2023 00:00,XXXV2,148.41,5.81,Medium
13-08-2023 00:00,XXXV1,126.83,12.02,Low
13-08-2023 00:00,XXXV1,91.78,14.15,Medium
14-08-2023 00:00,XXX12,92.14,6.31,Medium
14-08-2023 00:00,XXXV1,123.76,5.29,High
14-08-2023 00:00,XXXV1,73.88,-3.3,Medium
15-08-2023 00:00,XXXV2,61.05,5.98,Low
15-08-2023 00:00,XXXV3,85.46,2.6,Medium
15-08-2023 00:00,XXXV1,78.72,7.14,Medium
15-08-2023 00:00,XXXV2,79.63,2.77,Medium
16-08-2023 00:00,XXXV2,73.36,-0.19,Medium
16-08-2023 00:00,XXXV2,54.21,-3.1,Medium
16-08-2023 00:00,XXXV2,51.79,1.3,High
16-08-2023 00:00,XXXV2,148.77,-3.07,Low
16-08-2023 00:00,XXXV2,92.78,-1.46,High
20-08-2023 00:00,XXXV1,88.43,14.75,Low
20-08-2023 00:00,XXXV1,117.96,3.88,Low
21-08-2023 00:00,XXXV1,71.83,5.64,Low
21-08-2023 00:00,XXXV1,145,12.47,Low
21-08-2023 00:00,XXX13,128.63,14.91,Low
21-08-2023 00:00,XXX12,58.94,6.65,Medium
21-08-2023 00:00,XXXV1,91.76,11.25,High
21-08-2023 00:00,XXX12,137.91,1.54,High
21-08-2023 00:00,XXX12,144.47,1.11,Medium
21-08-2023 00:00,XXX12,96.74,3.05,Low
21-08-2023 00:00,XXX12,111.34,8.45,High
21-08-2023 00:00,XXX12,66.7,8.64,Medium
21-08-2023 00:00,XXX12,149.12,1.3,Medium
21-08-2023 00:00,XXXV2,73.17,-2.34,High
21-08-2023 00:00,XXXV2,144.27,7.65,High
22-08-2023 00:00,XXXV1,114.96,-2.43,Low
22-08-2023 00:00,XXXV2,110.77,6.57,Low
22-08-2023 00:00,XXXV2,101.27,8.87,High
22-08-2023 00:00,XXXV2,73.07,9.01,Low
22-08-2023 00:00,XXXV2,67.65,10.07,Medium
22-08-2023 00:00,XXXV2,72.05,12.46,Low
22-08-2023 00:00,XXXV2,68.64,5,Low
22-08-2023 00:00,XXXV2,127.96,9.6,Medium
22-08-2023 00:00,XXXV5,85.01,7.38,Low
22-08-2023 00:00,XXXV2,55.78,-1.27,Medium
22-08-2023 00:00,XXXV4,146.91,-4.49,Low
22-08-2023 00:00,XXXV2,138.38,0.69,High
23-08-2023 00:00,XXXV2,142.78,3.86,Low
24-08-2023 00:00,XXX11,149.49,7.34,High
26-08-2023 00:00,XXXV2,67.39,12,High
28-08-2023 00:00,XXXV1,89.62,-1.08,High
28-08-2023 00:00,XXXV2,125.82,-2.49,High
28-08-2023 00:00,XXXV2,119.6,14.27,High
28-08-2023 00:00,XXXV1,65.39,-2.84,Medium
28-08-2023 00:00,XXXV4,131.58,4.57,Medium
29-08-2023 00:00,XXXV1,72.44,6.71,Medium
29-08-2023 00:00,XXXV2,72.38,5.83,High
29-08-2023 00:00,XXX13,103.7,-3.28,Low
29-08-2023 00:00,XXX13,109.29,-3.86,Medium
29-08-2023 00:00,XXX11,108.01,-2.89,Low
29-08-2023 00:00,XXX11,59.15,6.71,Low
29-08-2023 00:00,XXX11,137.75,5.89,High
29-08-2023 00:00,XXX11,76.56,-0.33,High
29-08-2023 00:00,XXX11,62.95,7.76,High
29-08-2023 00:00,XXX11,138.87,11.4,Medium
29-08-2023 00:00,XXX11,145.57,-4.17,High
29-08-2023 00:00,XXXV1,136.21,4.96,Medium
29-08-2023 00:00,XXXV1,130.95,8.79,Medium
29-08-2023 00:00,XXXV1,115.52,0.05,Medium
29-08-2023 00:00,XXX12,105.09,1.16,Medium
29-08-2023 00:00,XXXV2,58.7,7.27,High
29-08-2023 00:00,XXX17,90.85,12.96,Medium
29-08-2023 00:00,XXXV4,87.27,11.2,High
30-08-2023 00:00,XXX13,75.98,6.66,High
30-08-2023 00:00,XXXV2,122.34,9.6,Medium
30-08-2023 00:00,XXXV2,99.59,2.3,High
30-08-2023 00:00,XXXV3,58.1,7.82,Low
30-08-2023 00:00,XXX11,72.02,4.32,High
30-08-2023 00:00,XXX15,118.33,-1.2,High
30-08-2023 00:00,XXXV3,57.61,9.03,Medium
30-08-2023 00:00,XXXV3,135.12,6.13,Medium
30-08-2023 00:00,XXXV1,99.51,2.17,High
08-09-2023 00:00,XXXV2,98.06,13.23,Medium
12-09-2023 00:00,XXXV2,109.24,-4.58,Low
12-09-2023 00:00,XXXV3,132.47,1.32,Low
13-09-2023 00:00,XXXV9,84.78,-3.86,Medium
15-09-2023 00:00,XXX11,117.8,10.33,High
15-09-2023 00:00,XXX11,106.57,9.04,Low
15-09-2023 00:00,XXX11,76.7,1.63,Low
15-09-2023 00:00,XXXV3,137.86,8.51,High
17-09-2023 00:00,XXX11,129.74,2.92,Medium
17-09-2023 00:00,XXX11,115.85,10.13,Low
18-09-2023 00:00,XXX11,135.06,4.08,High
19-09-2023 00:00,XXX12,136.73,3.25,High
22-09-2023 00:00,XXX11,120.84,13.69,Low
22-09-2023 00:00,XXX18,133.7,0.02,Medium
22-09-2023 00:00,XXX11,119.75,-2.59,Low
22-09-2023 00:00,XXX11,118.01,6.69,High
23-09-2023 00:00,XXXV2,111.86,14.39,Low
23-09-2023 00:00,XXX12,125.27,2.56,Medium
23-09-2023 00:00,XXXV2,65.86,-3.76,High
25-09-2023 00:00,XXXV1,138.09,1.79,Medium
25-09-2023 00:00,XXXV1,137.18,5.12,Low
26-09-2023 00:00,XXXV2,52.92,-1.76,Low
26-09-2023 00:00,XXX15,132.58,8.16,Medium
26-09-2023 00:00,XXXV2,62.89,14.95,Low
27-09-2023 00:00,XXX11,83.51,4.03,Medium
27-09-2023 00:00,XXX13,124.35,2.09,Low
27-09-2023 00:00,XXX13,66.08,3.01,Medium
27-09-2023 00:00,XXX13,131.8,-2.7,Medium
27-09-2023 00:00,XXX13,133.21,12.67,High
27-09-2023 00:00,XXX13,100.75,3.3,High
28-09-2023 00:00,XXXV2,50.64,2.75,Medium
28-09-2023 00:00,XXXV2,78.7,8.19,Low
28-09-2023 00:00,XXXV3,111.69,3.84,Low
29-09-2023 00:00,XXXV1,148.12,7.96,Low
29-09-2023 00:00,XXX11,113.18,-3.77,Medium
30-09-2023 00:00,XXXV1,75.98,11.27,Medium
30-09-2023 00:00,XXXV1,113.4,13.81,Medium
30-09-2023 00:00,XXXV1,104,7.98,Medium
30-09-2023 00:00,XXXV1,127.98,14.09,High
30-09-2023 00:00,XXXV1,60.7,-1.97,Medium
30-09-2023 00:00,XXX11,126.1,4.55,Low
30-09-2023 00:00,XXX11,104.13,7.04,High
30-09-2023 00:00,XXX13,146.3,6.63,Low
30-09-2023 00:00,XXXV4,84.19,3.03,Medium
30-09-2023 00:00,XXXV4,113.26,1.76,High
30-09-2023 00:00,XXX12,143.2,-2.46,Medium
30-09-2023 00:00,XXX12,60.25,2.83,High
30-09-2023 00:00,XXX18,143.72,-1.75,Low
30-09-2023 00:00,XXXV5,118.79,9.69,Medium
30-09-2023 00:00,XXXV2,56.78,-0.82,Medium
30-09-2023 00:00,XXXV2,80.1,-3.83,High
30-09-2023 00:00,XXX12,120.82,6.05,High
30-09-2023 00:00,XXX12,56.74,6.9,Medium
30-09-2023 00:00,XXX15,108.22,12.44,High
30-09-2023 00:00,XXX15,84.59,6.54,Medium
30-09-2023 00:00,XXXV2,112.09,1.91,High
30-09-2023 00:00,XXXV3,54.57,11.06,Low
30-09-2023 00:00,XXXV4,137.15,5.81,High
09-10-2023 00:00,XXXV2,147.35,-3.41,Low
09-10-2023 00:00,XXXV5,146.89,6.32,High
09-10-2023 00:00,XXXV2,124.97,13.16,High
09-10-2023 00:00,XXXV1,63.01,2.93,Medium
09-10-2023 00:00,XXXV1,125.83,0.93,High
12-10-2023 00:00,XXXV3,52.46,-2.13,High
12-10-2023 00:00,XXXV3,52.21,-1.97,Low
14-10-2023 00:00,XXXV2,82.36,3.66,High
14-10-2023 00:00,XXXV2,98.86,6.91,Medium
18-10-2023 00:00,XXXV2,127.04,-3.39,Low
21-10-2023 00:00,XXX15,118.33,13.79,Medium
23-10-2023 00:00,XXXV2,94.59,10.1,Medium
24-10-2023 00:00,XXXV2,77.36,6.73,Medium
24-10-2023 00:00,XXXV2,149.71,11.57,Medium
24-10-2023 00:00,XXXV2,92.62,-3.4,Low
25-10-2023 00:00,XXX13,95.14,4.54,High
25-10-2023 00:00,XXXV2,66.36,7.6,Medium
25-10-2023 00:00,XXX11,129.48,11.57,Low
27-10-2023 00:00,XXXV2,119.37,10.67,Medium
27-10-2023 00:00,XXXV2,72.08,0.54,High
27-10-2023 00:00,XXXV2,58.24,13.82,Low
27-10-2023 00:00,XXX13,118.05,-2.51,Low
27-10-2023 00:00,XXX12,115.45,12.5,High
27-10-2023 00:00,XXX12,77.33,14.42,Low
28-10-2023 00:00,XXXV2,145.09,-1.46,High
28-10-2023 00:00,XXXV2,65.11,9.44,Low
28-10-2023 00:00,XXXV2,93.23,-4.19,Low
28-10-2023 00:00,XXXV3,144.36,3.11,High
28-10-2023 00:00,XXX12,91.97,5.33,High
28-10-2023 00:00,XXXV2,113.85,6.61,Low
28-10-2023 00:00,XXX12,89.76,13.72,Low
28-10-2023 00:00,XXX18,77.42,8.45,High
28-10-2023 00:00,XXX12,148.4,4.63,High
28-10-2023 00:00,XXXV4,90.93,11.19,Low
29-10-2023 00:00,XXXV5,139.41,14.01,Low
29-10-2023 00:00,XXXV5,73,-4.56,Low
30-10-2023 00:00,XXXV5,71.31,14.65,High
30-10-2023 00:00,XXXV5,53.11,-3.28,Low
30-10-2023 00:00,XXX12,115.17,11.29,Medium
30-10-2023 00:00,XXXV2,86.85,0.61,High
30-10-2023 00:00,XXX11,136.44,-2.36,Low
30-10-2023 00:00,XXX12,97.32,3.8,High
30-10-2023 00:00,XXX15,146.82,7.88,Medium
30-10-2023 00:00,XXX15,68.55,2.62,High
30-10-2023 00:00,XXXV1,136.86,-3.91,Low
30-10-2023 00:00,XXXV2,127.66,6.99,Medium
30-10-2023 00:00,XXXV4,127.09,13.05,Medium
30-10-2023 00:00,XXXV2,134.48,2.66,Low
30-10-2023 00:00,XXXV1,126.1,-0.67,Low
30-10-2023 00:00,XXXV1,112.62,3.85,Low
30-10-2023 00:00,XXXV1,63.12,-4.03,High
30-10-2023 00:00,XXXV1,53.25,11.41,High
30-10-2023 00:00,XXXV2,142.08,11.53,High
30-10-2023 00:00,XXXV2,111.67,6.76,Low
30-10-2023 00:00,XXX11,129.65,2.06,Low
30-10-2023 00:00,XXXV2,98.15,11,High
30-10-2023 00:00,XXXV2,61.73,6.09,Medium
30-10-2023 00:00,XXXV2,62.52,11.52,High
30-10-2023 00:00,XXX12,118.56,7.63,Medium
30-10-2023 00:00,XXXV2,93.03,10.69,Low
30-10-2023 00:00,XXX12,70.05,6.97,Low
10-11-2023 00:00,XXX13,99.16,3.28,High
11-11-2023 00:00,XXX11,56.42,14.16,High
11-11-2023 00:00,XXX11,108.2,5.82,Low
12-11-2023 00:00,XXXV1,76.9,7.1,High
12-11-2023 00:00,XXX12,129.76,-0.59,Low
13-11-2023 00:00,XXXV5,81.04,7.51,Low
17-11-2023 00:00,XXXV5,95.52,6.43,Medium
18-11-2023 00:00,XXX12,51.16,-1.3,High
18-11-2023 00:00,XXXV4,57.24,-3.81,Low
19-11-2023 00:00,XXX12,89.25,7.09,High
20-11-2023 00:00,XXX11,97.99,10.27,Medium
23-11-2023 00:00,XXX15,110,5.47,Medium
23-11-2023 00:00,XXX17,79.17,-0.46,High
25-11-2023 00:00,XXXV1,119.5,8.33,High
25-11-2023 00:00,XXX11,136.01,-3.4,Low
26-11-2023 00:00,XXXV2,127.99,3.84,Medium
26-11-2023 00:00,XXXV2,53.96,-1.73,Medium
26-11-2023 00:00,XXXV2,98.05,-1.31,Medium
26-11-2023 00:00,XXXV2,60.49,-0.95,High
27-11-2023 00:00,XXXV3,74.2,2.73,Low
27-11-2023 00:00,XXX12,148.67,-3.98,High
27-11-2023 00:00,XXX12,64.25,2.96,High
27-11-2023 00:00,XXX12,99.89,5.23,High
28-11-2023 00:00,XXX12,111.82,4.67,Low
28-11-2023 00:00,XXXV2,120.25,2.66,High
28-11-2023 00:00,XXXV3,105.96,11.78,Medium
28-11-2023 00:00,XXXV3,50.98,-2.09,Medium
28-11-2023 00:00,XXX11,82.65,5.11,Medium
29-11-2023 00:00,XXXV2,101.77,-3.76,Low
29-11-2023 00:00,XXXV3,58.79,-3.58,High
29-11-2023 00:00,XXXV2,85.06,6.48,Low
29-11-2023 00:00,XXXV2,53.32,6.32,High
29-11-2023 00:00,XXX11,57.86,12.56,Medium
29-11-2023 00:00,XXX11,89.69,6.16,High
29-11-2023 00:00,XXX11,63.27,14.2,High
29-11-2023 00:00,XXX12,106.75,-4.03,High
29-11-2023 00:00,XXX12,118.95,-3.04,Low
29-11-2023 00:00,XXX12,130.06,-4.12,High
29-11-2023 00:00,XXX12,70.02,-1.29,High
29-11-2023 00:00,XXX12,66.75,5.83,High
29-11-2023 00:00,XXX12,60.46,7.91,Low
29-11-2023 00:00,XXX15,113.64,-4.09,Low
29-11-2023 00:00,XXX15,120.65,13.92,Low
29-11-2023 00:00,XXXV2,53.16,11.84,High
29-11-2023 00:00,XXXV1,143.62,0.93,Medium
29-11-2023 00:00,XXXV5,55.2,-3.46,Medium
29-11-2023 00:00,XXXV3,104.13,-1.6,Medium
30-11-2023 00:00,XXX13,120.91,-2.46,High
30-11-2023 00:00,XXXV1,137.1,-2.53,Medium
30-11-2023 00:00,XXXV4,121.41,5.37,Medium
30-11-2023 00:00,XXXV2,130.17,-0.08,Medium
30-11-2023 00:00,XXX11,83.95,2.16,High
30-11-2023 00:00,XXXV2,131.48,14.79,Medium
30-11-2023 00:00,XXXV5,58.01,8.69,Medium
30-11-2023 00:00,XXXV3,139.48,13.98,High
30-11-2023 00:00,XXX17,104.76,-2.15,Low
30-11-2023 00:00,XXXV3,131.73,2.64,Medium
30-11-2023 00:00,XXX11,95.23,6.09,Low
30-11-2023 00:00,XXX11,114.36,-3.46,Medium
30-11-2023 00:00,XXX12,102.64,-4.92,High
30-11-2023 00:00,XXXV1,123.16,8.41,Low
30-11-2023 00:00,XXXV2,58.16,7.84,Low
30-11-2023 00:00,XXXV3,56.04,3.22,Low
30-11-2023 00:00,XXXV1,74.71,4.79,Low
30-11-2023 00:00,XXXV3,65.95,3.31,Medium
30-11-2023 00:00,XXX13,137.18,-4.52,Medium
30-11-2023 00:00,XXXV2,71.92,1.71,Low
03-12-2023 00:00,XXXV2,147.59,-1.46,Medium
03-12-2023 00:00,XXXV2,83.69,-3.03,Low
06-12-2023 00:00,XXX11,68.21,14.13,Low
07-12-2023 00:00,XXXV2,128.97,6.99,High
07-12-2023 00:00,XXX11,115.87,9.57,Low
08-12-2023 00:00,XXXV2,99.82,1.31,Medium
11-12-2023 00:00,XXXV2,105.54,2.86,Low
11-12-2023 00:00,XXXV1,121.92,-0.26,High
12-12-2023 00:00,XXXV2,72.85,-3.06,Medium
12-12-2023 00:00,XXX11,149.63,-1.42,High
12-12-2023 00:00,XXXV2,147.48,10.95,High
12-12-2023 00:00,XXX12,115.03,8.55,Low
12-12-2023 00:00,XXX12,69.95,5.94,High
12-12-2023 00:00,XXXV2,118.02,4.5,High
12-12-2023 00:00,XXXV2,57.22,13.45,Medium
18-12-2023 00:00,XXXV2,53.07,-3.55,High
18-12-2023 00:00,XXXV2,75.77,0.61,Low
19-12-2023 00:00,XXXV3,96.26,2,Low
19-12-2023 00:00,XXXV1,136.83,10.65,Low
23-12-2023 00:00,XXXV5,122.72,14.85,High
24-12-2023 00:00,XXX12,124.27,-0.19,Medium
25-12-2023 00:00,XXX11,92.55,12.49,Low
25-12-2023 00:00,XXX11,84.59,11.61,High
26-12-2023 00:00,XXXV4,87.1,-0.51,Low
26-12-2023 00:00,XXXV2,148.76,2.99,Low
26-12-2023 00:00,XXXV2,54.01,3.19,Medium
26-12-2023 00:00,XXXV2,136.7,14.56,Low
27-12-2023 00:00,XXXV5,107.87,-1.38,Medium
27-12-2023 00:00,XXXV5,93.86,10.98,High
27-12-2023 00:00,XXXV5,122.53,1.68,Low
27-12-2023 00:00,XXXV2,98.67,9.62,High
29-12-2023 00:00,XXX11,137.34,3.4,High
29-12-2023 00:00,XXX11,140.07,6.57,High
29-12-2023 00:00,XXXV1,92.17,11.65,Low
30-12-2023 00:00,XXXV2,77.68,11.08,Medium
30-12-2023 00:00,XXXV1,109.24,12.33,Low
30-12-2023 00:00,XXXV1,141.24,-3.81,High
30-12-2023 00:00,XXXV5,71.07,8.84,Medium
30-12-2023 00:00,XXXV5,112.3,-2.2,High
30-12-2023 00:00,XXXV5,113.16,3.32,Medium
31-12-2023 00:00,XXXV3,123.31,5.97,Low
31-12-2023 00:00,XXXV2,63.16,3.05,Medium
31-12-2023 00:00,XXX12,121.58,5.39,Low
31-12-2023 00:00,XXX15,140.9,14.93,High
31-12-2023 00:00,XXX12,67.97,-2.3,Medium
31-12-2023 00:00,XXX12,73.75,8.51,High
31-12-2023 00:00,XXXV2,147.14,2.92,Medium
31-12-2023 00:00,XXXV2,68.1,-2.34,Low
31-12-2023 00:00,XXX12,135.44,-1.83,Medium
31-12-2023 00:00,XXX12,99.23,13.99,Medium
31-12-2023 00:00,XXXV1,74.72,12.59,Low
31-12-2023 00:00,XXXV2,137.07,13.14,Low
31-12-2023 00:00,XXX12,94.53,14.83,Low
31-12-2023 00:00,XXX12,101.48,-0.83,Medium
31-12-2023 00:00,XXXV2,85.92,2.11,High
31-12-2023 00:00,XXXV1,109.3,8.38,Medium
31-12-2023 00:00,XXXV1,66.35,4.68,Medium
31-12-2023 00:00,XXXV5,89.11,3.37,High
31-12-2023 00:00,XXXV2,146.94,2.16,Low
31-12-2023 00:00,XXXV1,75.81,6.88,Medium
31-12-2023 00:00,XXXV1,115.67,6.51,High
31-12-2023 00:00,XXXV1,82.52,-1.77,Low
31-12-2023 00:00,XXXV3,127.35,4.43,Low
31-12-2023 00:00,XXX17,63.09,6.07,Medium
31-12-2023 00:00,XXX12,146.98,6.41,Low
31-12-2023 00:00,XXX12,95.38,-0.8,Low
04-01-2024 00:00,XXXV2,73.61,9.85,High
06-01-2024 00:00,XXXV3,57.35,-4.5,High
07-01-2024 00:00,XXXV1,66.98,2.1,Low
07-01-2024 00:00,XXX17,101.98,10.6,High
08-01-2024 00:00,XXXV4,83.7,6.28,Low
08-01-2024 00:00,XXXV1,132.89,0.22,Medium
13-01-2024 00:00,XXX12,93.09,8.9,High
14-01-2024 00:00,XXXV2,74.87,6.35,Low
14-01-2024 00:00,XXX11,111.71,10.92,Low
16-01-2024 00:00,XXX12,120.68,9.7,High
16-01-2024 00:00,XXX11,66.7,7.2,High
20-01-2024 00:00,XXXV1,66.76,4.76,Medium
20-01-2024 00:00,XXXV2,53.67,-2.34,Low
21-01-2024 00:00,XXX15,123.64,0.23,Medium
22-01-2024 00:00,XXXV5,116.38,3.38,Medium
22-01-2024 00:00,XXXV1,97.46,6.99,Medium
23-01-2024 00:00,XXXV2,134.42,5.27,High
23-01-2024 00:00,XXXV1,130.57,0.76,Medium
23-01-2024 00:00,XXXV2,108.54,-4.87,High
23-01-2024 00:00,XXXV1,136.83,4.92,High
24-01-2024 00:00,XXX18,70.58,0.71,Medium
25-01-2024 00:00,XXXV1,61.19,9.69,Medium
25-01-2024 00:00,XXXV1,76.97,-4.52,Low
25-01-2024 00:00,XXXV1,55.71,6.7,Medium
25-01-2024 00:00,XXX15,103.12,13.83,Low
26-01-2024 00:00,XXXV5,143.66,-1.51,Medium
26-01-2024 00:00,XXXV2,53.93,4.43,Medium
26-01-2024 00:00,XXXV2,62.21,-3.17,Medium
26-01-2024 00:00,XXXV2,95.22,7.51,Medium
27-01-2024 00:00,XXXV1,143.39,6.01,Low
27-01-2024 00:00,XXX15,81.62,3.15,Low
27-01-2024 00:00,XXX12,100.72,5.43,Medium
27-01-2024 00:00,XXX12,54.16,12.93,Medium
28-01-2024 00:00,XXXV2,64.83,-1.07,Low
28-01-2024 00:00,XXXV2,148.66,-4.55,High
28-01-2024 00:00,XXXV2,146.51,12.23,High
29-01-2024 00:00,XXX12,50.49,6.54,High
29-01-2024 00:00,XXX12,145.18,12.81,Low
29-01-2024 00:00,XXX11,113.91,6.94,Low
29-01-2024 00:00,XXXV1,136.79,11.2,High
29-01-2024 00:00,XXX12,95.47,3.59,High
29-01-2024 00:00,XXX12,101.56,10,Medium
29-01-2024 00:00,XXXV1,98.88,13.26,Low
29-01-2024 00:00,XXX12,116.69,6.44,Low
29-01-2024 00:00,XXX12,63.97,-1.38,High
29-01-2024 00:00,XXX11,53,0.38,High
29-01-2024 00:00,XXXV1,80.79,-1.03,Low
29-01-2024 00:00,XXXV1,120.47,-0.06,Medium
29-01-2024 00:00,XXXV2,70.19,1.13,High
29-01-2024 00:00,XXXV3,117.34,6.1,Low
29-01-2024 00:00,XXXV2,146.99,6.76,Low
29-01-2024 00:00,XXXV2,59.39,3.53,Medium
29-01-2024 00:00,XXXV2,117.26,7.31,Medium
30-01-2024 00:00,XXXV5,94.38,-3.37,High
30-01-2024 00:00,XXXV5,136.81,-3.24,High
30-01-2024 00:00,XXX11,67.71,-1.56,High
30-01-2024 00:00,XXXV2,119.26,5.36,Low
30-01-2024 00:00,XXXV2,133.81,-0.72,High
30-01-2024 00:00,XXXV2,144.46,0.67,Low
30-01-2024 00:00,XXX11,118.32,3.01,High
30-01-2024 00:00,XXXV1,99.72,11.24,Medium
30-01-2024 00:00,XXXV2,111.78,-4.72,Medium
30-01-2024 00:00,XXX12,136.89,7.99,Low
30-01-2024 00:00,XXX12,107.06,8.38,Medium
30-01-2024 00:00,XXX12,53.04,10.97,Low
30-01-2024 00:00,XXX12,143.09,13.66,Low
30-01-2024 00:00,XXXV2,118.95,-4.6,Medium
30-01-2024 00:00,XXXV4,117.65,-1.92,Low
30-01-2024 00:00,XXXV4,71.57,12.72,Medium
30-01-2024 00:00,XXXV2,115.89,4.17,High
30-01-2024 00:00,XXX15,89.39,6.29,High
30-01-2024 00:00,XXXV5,115.12,8.26,Medium
30-01-2024 00:00,XXXV5,60.66,8.58,Medium
30-01-2024 00:00,XXXV5,115.78,13.63,Medium
30-01-2024 00:00,XXX12,149.94,14.94,Medium
30-01-2024 00:00,XXX15,54.82,9.4,High
30-01-2024 00:00,XXXV5,147.72,0.74,Low
30-01-2024 00:00,XXXV5,90.69,12.6,Low
30-01-2024 00:00,XXXV5,137.08,-4.02,High
30-01-2024 00:00,XXXV5,128.24,-0.38,Low
30-01-2024 00:00,XXXV5,106.7,12.95,High
05-02-2024 00:00,XXX12,123.84,0.12,Low
05-02-2024 00:00,XXXV2,137.85,-0.59,Medium
07-02-2024 00:00,XXXV3,90.41,-2.24,Medium
08-02-2024 00:00,XXX12,82.7,12.18,Medium
10-02-2024 00:00,XXX17,116.76,5,High
11-02-2024 00:00,XXXV2,130.78,8.5,High
11-02-2024 00:00,XXXV2,126.23,-0.22,Low
11-02-2024 00:00,XXXV2,129.78,10.16,Low
11-02-2024 00:00,XXXV2,93.56,10.2,Low
12-02-2024 00:00,XXXV1,131.78,1.25,High
12-02-2024 00:00,XXXV3,62.02,3.21,Low
12-02-2024 00:00,XXXV5,104.45,-0.81,Medium
13-02-2024 00:00,XXX17,50.58,14.53,Low
14-02-2024 00:00,XXX11,82.46,7.91,Medium
14-02-2024 00:00,XXXV5,86.65,13.69,High
14-02-2024 00:00,XXXV5,89.62,1.07,Medium
16-02-2024 00:00,XXXV2,119.55,10.64,Medium
20-02-2024 00:00,XXXV2,88.86,10.32,Medium
20-02-2024 00:00,XXX13,94.87,8.83,High
20-02-2024 00:00,XXX12,73.75,14.31,High
20-02-2024 00:00,XXXV2,87.33,2.87,High
21-02-2024 00:00,XXXV5,72.73,-2.39,High
21-02-2024 00:00,XXXV5,57.32,8.43,Low
21-02-2024 00:00,XXXV2,110.34,9.59,High
21-02-2024 00:00,XXXV2,116.82,6.5,Medium
21-02-2024 00:00,XXXV3,111.95,-0.86,High
21-02-2024 00:00,XXXV1,96.35,5.09,Low
21-02-2024 00:00,XXXV1,87.98,1.24,Low
21-02-2024 00:00,XXXV4,136.33,3.55,Low
21-02-2024 00:00,XXXV4,101.91,7.9,Medium
21-02-2024 00:00,XXXV2,97.92,9.9,High
